time,year,month,week_of_year,day_of_week,is_market_open,is_flood_crisis,is_lockdown,Avg.Price (Rs./Kg),MaxPrice (Rs./Kg),Daily_Spread,Total Qty Arrived (Kgs),Qty Sold (Kgs),Smooth_Qty_Arrived,Auctioneer,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),Temp_Diff,precipitation_sum (mm),relative_humidity_2m_mean (%),soil_moisture_0_to_7cm_mean (m³/m³),et0_fao_evapotranspiration (mm),Precip_7D,RH_7D,Lag1,Lag7,Lag14,Lag30,Lag_MaxPrice_1,Lag_Spread_1,MA7,MA14,MA30,Lag_Qty_Sold_1,Lag_Total_Qty_Arrived_1,Precip_30D_Sum,Precip_Lag_60,Soil_Moisture_Lag_14
19/02/2020,2020,2,8,2,1,0,0,3264.345,3783,518.655,50389.1,49303.5,52235.44286,2,12.9,28.3,5.14,23.16,0,0.291,39,21.5,0,0.291428571,3256.36,3576.75,3502.465,3750.55,3686,429.64,3412.4025,3511.025536,3573.697667,36464.8,37952.1,14.7,0,76
20/02/2020,2020,2,8,3,1,0,0,3129.315,3606,476.685,49634.1,43909.5,47743.4,2,17.4,28.6,4.68,23.92,0,0.29,57,22.5,0,0.289142857,3264.345,3528.07,3580.18,3676.165,3783,518.655,3367.773214,3494.016964,3557.490833,49303.5,50389.1,14.1,0,80
21/02/2020,2020,2,8,4,1,0,0,3080.435,3596,515.565,51426.8,46676.9,45433.07143,2,16.6,27.5,4.01,23.49,0.5,0.293,68,22.1,0.5,0.288428571,3129.315,3379.015,3542.575,3795.735,3606,476.685,3310.808214,3461.812321,3539.2625,43909.5,49634.1,13.7,0,86
22/02/2020,2020,2,8,5,1,0,0,2911.015,3524,612.985,63032.3,54988.7,47977.87143,2,16.2,27.5,3.59,23.91,0.5,0.299,72,22,1,0.289428571,3080.435,3389.27,3615.485,3711.49,3596,515.565,3268.153929,3428.802321,3515.419167,46676.9,51426.8,14.2,0.3,61
23/02/2020,2020,2,8,6,0,0,0,2881.17,3531,649.83,0,0,47977.87143,0,16.2,27.5,3.59,23.91,0.5,0.299,72,22,1.5,0.290428571,2911.015,3382.2075,3678.385,3663.055,3524,612.985,3199.831786,3378.483036,3488.736667,54988.7,63032.3,14.7,0.3,61
24/02/2020,2020,2,9,0,1,0,0,2851.325,3538,686.675,75731.5,70742.6,46880.84286,2,14.6,26.5,3.49,23.01,8.2,0.34,74,19.6,9.7,0.299142857,2881.17,3375.145,3741.285,3585.85,3531,649.83,3128.255,3321.539107,3462.673833,0,0,22.9,2.6,60
25/02/2020,2020,2,9,1,1,0,0,2745,3276,531,43569.7,42294.7,47683.35714,2,13.2,25.1,4.45,20.65,0,0.337,57,18.9,9.7,0.307,2851.325,3256.36,3607.165,3656.05,3538,686.675,3053.423571,3257.970536,3438.189667,70742.6,75731.5,22.9,0,59
26/02/2020,2020,2,9,2,1,0,0,2966.24,3482,515.76,18872.5,18872.5,43180.98571,1,12.6,26.5,4.65,21.85,0,0.321,49,19.1,9.7,0.311285714,2745,3264.345,3576.75,3726.25,3276,531,2980.372143,3196.387321,3407.821333,42294.7,43569.7,22.9,0,53
27/02/2020,2020,2,9,3,1,0,0,3210.755,3779,568.245,37795.4,36765.8,41489.74286,2,12.5,27.5,4.47,23.03,0,0.309,48,21.1,9.7,0.314,2966.24,3129.315,3528.07,3685.73,3482,515.76,2937.785714,3152.779464,3382.487667,18872.5,18872.5,22.8,0,52
28/02/2020,2020,2,9,4,1,0,0,3042.16,3543,500.84,46034,44692.2,40719.34286,2,15.6,28,4.56,23.44,0,0.301,50,21.8,9.2,0.315142857,3210.755,3080.435,3379.015,3660.565,3779,568.245,2949.42,3130.114107,3366.655167,36765.8,37795.4,22.6,0,55
29/02/2020,2020,2,9,5,1,0,0,3006.43,3492,485.57,32376.9,32376.9,36340,1,18,28.4,4.8,23.6,0,0.299,48,22.5,8.7,0.315142857,3042.16,2911.015,3389.27,3657.51,3543,500.84,2943.952143,3106.053036,3346.041667,44692.2,46034,22.6,15.8,47
01/03/2020,2020,3,9,6,0,0,0,2995.7825,3602.5,606.7175,0,0,36340,0,18,28.4,4.8,23.6,0,0.299,48,22.5,8.2,0.315142857,3006.43,2881.17,3382.2075,3627.685,3492,485.57,2957.582857,3078.707321,3324.339,32376.9,32376.9,22.6,4.5,47
02/03/2020,2020,3,10,0,1,0,0,2985.135,3713,727.865,79560.3,77645.1,36886.97143,2,16.2,28.3,4.03,24.27,1,0.301,63,21.9,1,0.309571429,2995.7825,2851.325,3375.145,3465.14,3602.5,606.7175,2973.956071,3051.105536,3303.275583,0,0,23.6,23,34
03/03/2020,2020,3,10,1,1,0,0,2740.19,3442,701.81,37235.3,37069.5,35982.05714,1,15.1,29.8,5.66,24.14,0,0.299,45,22.8,1,0.304142857,2985.135,2745,3256.36,3477.4825,3713,727.865,2993.071786,3023.247679,3287.275417,77645.1,79560.3,23.6,1.9,37
04/03/2020,2020,3,10,2,1,0,0,2658.76,3463,804.24,64733.5,60868.4,42533.62857,2,14.7,28.9,5.39,23.51,0,0.291,44,22.2,1,0.299857143,2740.19,2966.24,3264.345,3489.825,3442,701.81,2992.384643,2986.378393,3262.699,37069.5,37235.3,23.6,0.1,39
05/03/2020,2020,3,10,3,1,0,0,2627.66,3178,550.34,22250.2,21385.3,40312.88571,1,14.9,28.3,5.01,23.29,0,0.284,44,21.4,1,0.296285714,2658.76,3210.755,3129.315,3427.49,3463,804.24,2948.458929,2943.122321,3234.996833,60868.4,64733.5,14.8,0.1,57
06/03/2020,2020,3,10,4,1,0,0,2728.76,3421,692.24,42413.2,40945.5,39795.62857,1,15.6,28.8,5.42,23.38,0,0.283,45,22.3,1,0.293714286,2627.66,3042.16,3080.435,3502.465,3178,550.34,2865.159643,2907.289821,3208.335833,21385.3,22250.2,14.8,0,68
07/03/2020,2020,3,10,5,1,0,0,2746.67,3410,663.33,51120.8,49450.9,42473.32857,2,15.9,27.5,4.79,22.71,0.4,0.278,50,21.4,1.4,0.290714286,2728.76,3006.43,2911.015,3580.18,3421,692.24,2820.388214,2882.170179,3182.545667,40945.5,42413.2,12.1,1.5,72
08/03/2020,2020,3,10,6,0,0,0,2764.4775,3451,686.5225,0,0,42473.32857,0,15.9,27.5,4.79,22.71,0.4,0.278,50,21.4,1.8,0.287714286,2746.67,2995.7825,2881.17,3542.575,3410,663.33,2783.279643,2870.43125,3154.762,49450.9,51120.8,11.5,7.6,72
09/03/2020,2020,3,11,0,1,0,0,2782.285,3492,709.715,54037.4,54037.4,38827.2,2,16.3,28.6,4.39,24.21,0.8,0.282,54,22.3,1.6,0.285,2764.4775,2985.135,2851.325,3615.485,3451,686.5225,2750.236071,2862.096071,3128.825417,0,0,12.3,0,74
10/03/2020,2020,3,11,1,1,0,0,2747.765,3477,729.235,44477.6,43121.7,39861.81429,2,17.4,26.9,3.29,23.61,4.8,0.315,83,21.7,6.4,0.287285714,2782.285,2740.19,2745,3678.385,3492,709.715,2721.2575,2857.164643,3101.052083,54037.4,54037.4,17.1,0,57
11/03/2020,2020,3,11,2,1,0,0,2741.72,3417,675.28,28257.8,28031,34651,1,18.3,28.2,4.41,23.79,0.6,0.328,66,22.7,7,0.292571429,2747.765,2658.76,2966.24,3741.285,3477,729.235,2722.339643,2857.362143,3070.031417,43121.7,44477.6,17.7,0,49
12/03/2020,2020,3,11,3,1,0,0,2644.105,3415,770.895,50591.1,45195.2,38699.7,2,17.8,29.4,4.62,24.78,1.1,0.321,60,23.1,8.1,0.297857143,2741.72,2627.66,3210.755,3607.165,3417,675.28,2734.191071,2841.325,3036.712583,28031,28257.8,18.8,0,48
13/03/2020,2020,3,11,4,1,0,0,2332.955,3140,807.045,74162.2,52200.2,43235.27143,2,16.9,27.6,4.28,23.32,1.9,0.32,65,21.7,10,0.303142857,2644.105,2728.76,3042.16,3576.75,3415,770.895,2736.540357,2800.85,3004.610583,45195.2,50591.1,20.7,0,50
14/03/2020,2020,3,11,5,0,0,0,2342.8,3117.2,774.4,0,0,35932.3,0,16.9,27.6,4.28,23.32,1.9,0.32,65,21.7,11.5,0.309142857,2332.955,2746.67,3006.43,3528.07,3140,807.045,2679.996786,2750.1925,2963.15075,52200.2,74162.2,22.6,0,48
15/03/2020,2020,3,11,6,0,0,0,2352.645,3094.4,741.755,0,0,35932.3,0,16.9,27.6,4.28,23.32,1.9,0.32,65,21.7,13,0.315142857,2342.8,2764.4775,2995.7825,3379.015,3117.2,774.4,2622.301071,2702.790357,2923.64175,0,0,24.5,0,48
16/03/2020,2020,3,12,0,0,0,0,2362.49,3071.6,709.11,0,0,28212.67143,0,16.9,27.6,4.28,23.32,1.9,0.32,65,21.7,14.1,0.320571429,2352.645,2782.285,2985.135,3389.27,3094.4,741.755,2563.467857,2656.851964,2889.429417,0,0,26.4,2.4,63
17/03/2020,2020,3,12,1,0,0,0,2372.335,3048.8,676.465,0,0,21858.72857,0,16.9,27.6,4.28,23.32,1.9,0.32,65,21.7,11.2,0.321285714,2362.49,2747.765,2740.19,3382.2075,3071.6,709.11,2503.497143,2612.377321,2855.203417,0,0,28.3,0.6,45
18/03/2020,2020,3,12,2,1,0,0,2382.18,3026,643.82,30589.8,28991.4,22191.87143,1,18.5,29.5,4.2,25.3,1.5,0.282,64,23.1,12.1,0.314714286,2372.335,2741.72,2658.76,3375.145,3048.8,676.465,2449.864286,2586.101964,2821.541,0,0,29.8,1.1,44
19/03/2020,2020,3,12,3,1,0,1,2348.24,3198,849.76,40285.5,40158.6,20719.64286,2,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,11.7,0.309571429,2382.18,2644.105,2627.66,3256.36,3026,643.82,2398.501429,2566.34625,2788.442167,28991.4,30589.8,30.5,1.1,44
20/03/2020,2020,3,12,4,0,0,1,2339.978429,3186.742857,846.7644286,0,0,10125.04286,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,10.5,0.304571429,2348.24,2332.955,2728.76,3264.345,3198,849.76,2356.235,2546.387679,2758.1715,40158.6,40285.5,31.2,0,45
21/03/2020,2020,3,12,5,0,0,1,2331.716857,3175.485714,843.7688571,0,0,10125.04286,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,9.3,0.299571429,2339.978429,2342.8,2746.67,3129.315,3186.742857,846.7644286,2357.238347,2518.617566,2727.359281,0,0,31.9,0.6,50
22/03/2020,2020,3,12,6,0,0,1,2323.455286,3164.228571,840.7732857,0,0,10125.04286,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,8.1,0.294571429,2331.716857,2352.645,2764.4775,3080.435,3175.485714,843.7688571,2355.655041,2488.978056,2700.772676,0,0,32.1,0.9,50
23/03/2020,2020,3,13,0,0,0,1,2315.193714,3152.971429,837.7777143,0,0,10125.04286,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,6.9,0.289571429,2323.455286,2362.49,2782.285,2911.015,3164.228571,840.7732857,2351.485082,2457.476469,2675.540019,0,0,32.3,0,54
24/03/2020,2020,3,13,1,0,0,1,2306.932143,3141.714286,834.7821429,0,0,10125.04286,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,5.7,0.284571429,2315.193714,2372.335,2747.765,2881.17,3152.971429,837.7777143,2344.728469,2424.112806,2655.67931,0,0,32.5,0,83
25/03/2020,2020,3,13,2,0,0,1,2298.670571,3130.457143,831.7865714,0,0,5755.071429,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2306.932143,2382.18,2741.72,2851.325,3141.714286,834.7821429,2335.385204,2392.624745,2636.538048,0,0,25,0,66
26/03/2020,2020,3,13,3,0,0,1,2290.409,3119.2,828.791,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2298.670571,2348.24,2644.105,2745,3130.457143,831.7865714,2323.455286,2360.978357,2618.116233,0,0,25.7,0,60
27/03/2020,2020,3,13,4,0,0,1,2282.147429,3107.942857,825.7954286,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2290.409,2339.978429,2332.955,2966.24,3119.2,828.791,2315.193714,2335.714357,2602.9632,0,0,26.4,0,65
28/03/2020,2020,3,13,5,0,0,1,2273.885857,3096.685714,822.7998571,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2282.147429,2331.716857,2342.8,3210.755,3107.942857,825.7954286,2306.932143,2332.085245,2580.160114,0,0,27.1,0.1,65
29/03/2020,2020,3,13,6,0,0,1,2265.624286,3085.428571,819.8042857,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2273.885857,2323.455286,2352.645,3042.16,3096.685714,822.7998571,2298.670571,2327.162806,2548.931143,0,0,27.8,0.2,65
30/03/2020,2020,3,14,0,0,0,1,2257.362714,3074.171429,816.8087143,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2265.624286,2315.193714,2362.49,3006.43,3085.428571,819.8042857,2290.409,2320.947041,2523.046619,0,0,28.5,0,65
31/03/2020,2020,3,14,1,0,0,1,2249.101143,3062.914286,813.8131429,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2257.362714,2306.932143,2372.335,2995.7825,3074.171429,816.8087143,2282.147429,2313.437949,2498.07771,0,0,29.2,0,65
01/04/2020,2020,4,14,2,0,0,1,2240.839571,3051.657143,810.8175714,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2249.101143,2298.670571,2382.18,2985.135,3062.914286,813.8131429,2273.885857,2304.635531,2473.188331,0,0,28.9,0,64
02/04/2020,2020,4,14,3,0,0,1,2232.578,3040.4,807.822,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2240.839571,2290.409,2348.24,2740.19,3051.657143,810.8175714,2265.624286,2294.539786,2448.378483,0,0,29.6,0,65
03/04/2020,2020,4,14,4,0,0,1,2224.316429,3029.142857,804.8264286,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2232.578,2282.147429,2339.978429,2658.76,3040.4,807.822,2257.362714,2286.278214,2431.458083,0,0,30.3,0,65
04/04/2020,2020,4,14,5,0,0,1,2216.054857,3017.885714,801.8308571,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2224.316429,2273.885857,2331.716857,2627.66,3029.142857,804.8264286,2249.101143,2278.016643,2416.976631,0,0,31,8.8,65
05/04/2020,2020,4,14,6,0,0,1,2207.793286,3006.628571,798.8352857,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2216.054857,2265.624286,2323.455286,2728.76,3017.885714,801.8308571,2240.839571,2269.755071,2403.25646,0,0,31.7,0,65
06/04/2020,2020,4,15,0,0,0,1,2199.531714,2995.371429,795.8397143,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2207.793286,2257.362714,2315.193714,2746.67,3006.628571,798.8352857,2232.578,2261.4935,2385.890902,0,0,32,3.1,65
07/04/2020,2020,4,15,1,0,0,1,2191.270143,2984.114286,792.8441429,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2199.531714,2249.101143,2306.932143,2764.4775,2995.371429,795.8397143,2224.316429,2253.231929,2367.65296,0,0,32.3,1,65
08/04/2020,2020,4,15,2,0,0,1,2183.008571,2972.857143,789.8485714,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2191.270143,2240.839571,2298.670571,2782.285,2984.114286,792.8441429,2216.054857,2244.970357,2348.546048,0,0,32.2,0,65
09/04/2020,2020,4,15,3,0,0,1,2174.747,2961.6,786.853,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2183.008571,2232.578,2290.409,2747.765,2972.857143,789.8485714,2207.793286,2236.708786,2328.570167,0,0,28.1,0,65
10/04/2020,2020,4,15,4,0,0,1,2166.485429,2950.342857,783.8574286,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2174.747,2224.316429,2282.147429,2741.72,2961.6,786.853,2199.531714,2228.447214,2309.469567,0,0,28.2,0,65
11/04/2020,2020,4,15,5,0,0,1,2158.223857,2939.085714,780.8618571,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2166.485429,2216.054857,2273.885857,2644.105,2950.342857,783.8574286,2191.270143,2220.185643,2290.295081,0,0,27.8,0,65
12/04/2020,2020,4,15,6,0,0,1,2149.962286,2927.828571,777.8662857,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2158.223857,2207.793286,2265.624286,2332.955,2939.085714,780.8618571,2183.008571,2211.924071,2274.099043,0,0,26.6,0,65
13/04/2020,2020,4,16,0,0,0,1,2141.700714,2916.571429,774.8707143,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2149.962286,2199.531714,2257.362714,2342.8,2927.828571,777.8662857,2174.747,2203.6625,2267.999286,0,0,25.4,0,65
14/04/2020,2020,4,16,1,0,0,1,2133.439143,2905.314286,771.8751429,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2141.700714,2191.270143,2249.101143,2352.645,2916.571429,774.8707143,2166.485429,2195.400929,2261.295976,0,0,24.2,0,65
15/04/2020,2020,4,16,2,0,0,1,2125.177571,2894.057143,768.8795714,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2133.439143,2183.008571,2240.839571,2362.49,2905.314286,771.8751429,2158.223857,2187.139357,2253.989114,0,0,23,0,65
16/04/2020,2020,4,16,3,0,0,1,2116.916,2882.8,765.884,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2125.177571,2174.747,2232.578,2372.335,2894.057143,768.8795714,2149.962286,2178.877786,2246.0787,0,0,21.8,0,65
17/04/2020,2020,4,16,4,0,0,1,2108.654429,2871.542857,762.8884286,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2116.916,2166.485429,2224.316429,2382.18,2882.8,765.884,2141.700714,2170.616214,2237.564733,0,0,21,0,65
18/04/2020,2020,4,16,5,0,0,1,2100.392857,2860.285714,759.8928571,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2108.654429,2158.223857,2216.054857,2348.24,2871.542857,762.8884286,2133.439143,2162.354643,2228.447214,0,0,21,0,65
19/04/2020,2020,4,16,6,0,0,1,2092.131286,2849.028571,756.8972857,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2100.392857,2149.962286,2207.793286,2339.978429,2860.285714,759.8928571,2125.177571,2154.093071,2220.185643,0,0,21,0,65
20/04/2020,2020,4,17,0,0,0,1,2083.869714,2837.771429,753.9017143,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2092.131286,2141.700714,2199.531714,2331.716857,2849.028571,756.8972857,2116.916,2145.8315,2211.924071,0,0,21,0,65
21/04/2020,2020,4,17,1,0,0,1,2075.608143,2826.514286,750.9061429,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2083.869714,2133.439143,2191.270143,2323.455286,2837.771429,753.9017143,2108.654429,2137.569929,2203.6625,0,0,21,0.5,65
22/04/2020,2020,4,17,2,0,0,1,2067.346571,2815.257143,747.9105714,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2075.608143,2125.177571,2183.008571,2315.193714,2826.514286,750.9061429,2100.392857,2129.308357,2195.400929,0,0,21,0.5,65
23/04/2020,2020,4,17,3,0,0,1,2059.085,2804,744.915,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2067.346571,2116.916,2174.747,2306.932143,2815.257143,747.9105714,2092.131286,2121.046786,2187.139357,0,0,21,0.5,65
24/04/2020,2020,4,17,4,0,0,1,2050.823429,2792.742857,741.9194286,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2059.085,2108.654429,2166.485429,2298.670571,2804,744.915,2083.869714,2112.785214,2178.877786,0,0,21,8.2,65
25/04/2020,2020,4,17,5,0,0,1,2042.561857,2781.485714,738.9238571,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2050.823429,2100.392857,2158.223857,2290.409,2792.742857,741.9194286,2075.608143,2104.523643,2170.616214,0,0,21,0,65
26/04/2020,2020,4,17,6,0,0,1,2034.300286,2770.228571,735.9282857,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2042.561857,2092.131286,2149.962286,2282.147429,2781.485714,738.9238571,2067.346571,2096.262071,2162.354643,0,0,21,0,65
27/04/2020,2020,4,18,0,0,0,1,2026.038714,2758.971429,732.9327143,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2034.300286,2083.869714,2141.700714,2273.885857,2770.228571,735.9282857,2059.085,2088.0005,2154.093071,0,0,21,0,65
28/04/2020,2020,4,18,1,0,0,1,2017.777143,2747.714286,729.9371429,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2026.038714,2075.608143,2133.439143,2265.624286,2758.971429,732.9327143,2050.823429,2079.738929,2145.8315,0,0,21,0,65
29/04/2020,2020,4,18,2,0,0,1,2009.515571,2736.457143,726.9415714,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2017.777143,2067.346571,2125.177571,2257.362714,2747.714286,729.9371429,2042.561857,2071.477357,2137.569929,0,0,21,0,65
30/04/2020,2020,4,18,3,0,0,1,2001.254,2725.2,723.946,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2009.515571,2059.085,2116.916,2249.101143,2736.457143,726.9415714,2034.300286,2063.215786,2129.308357,0,0,21,0,65
01/05/2020,2020,5,18,4,0,0,1,1992.992429,2713.942857,720.9504286,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,2001.254,2050.823429,2108.654429,2240.839571,2725.2,723.946,2026.038714,2054.954214,2121.046786,0,0,21,1,65
02/05/2020,2020,5,18,5,0,0,1,1984.730857,2702.685714,717.9548571,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,1992.992429,2042.561857,2100.392857,2232.578,2713.942857,720.9504286,2017.777143,2046.692643,2112.785214,0,0,21,0,65
03/05/2020,2020,5,18,6,0,0,1,1976.469286,2691.428571,714.9592857,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,1984.730857,2034.300286,2092.131286,2224.316429,2702.685714,717.9548571,2009.515571,2038.431071,2104.523643,0,0,21,0,65
04/05/2020,2020,5,19,0,0,0,1,1968.207714,2680.171429,711.9637143,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,1976.469286,2026.038714,2083.869714,2216.054857,2691.428571,714.9592857,2001.254,2030.1695,2096.262071,0,0,21,0,65
05/05/2020,2020,5,19,1,0,0,1,1959.946143,2668.914286,708.9681429,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,1968.207714,2017.777143,2075.608143,2207.793286,2680.171429,711.9637143,1992.992429,2021.907929,2088.0005,0,0,21,0,65
06/05/2020,2020,5,19,2,0,0,1,1951.684571,2657.657143,705.9725714,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,1959.946143,2009.515571,2067.346571,2199.531714,2668.914286,708.9681429,1984.730857,2013.646357,2079.738929,0,0,21,0.4,65
07/05/2020,2020,5,19,3,0,0,1,1943.423,2646.4,702.977,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,1951.684571,2001.254,2059.085,2191.270143,2657.657143,705.9725714,1976.469286,2005.384786,2071.477357,0,0,21,0.4,65
08/05/2020,2020,5,19,4,0,0,1,1935.161429,2635.142857,699.9814286,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,1943.423,1992.992429,2050.823429,2183.008571,2646.4,702.977,1968.207714,1997.123214,2063.215786,0,0,21,0.8,65
09/05/2020,2020,5,19,5,0,0,1,1926.899857,2623.885714,696.9858571,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,1935.161429,1984.730857,2042.561857,2174.747,2635.142857,699.9814286,1959.946143,1988.861643,2054.954214,0,0,21,4.8,65
10/05/2020,2020,5,19,6,0,0,1,1918.638286,2612.628571,693.9902857,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,1926.899857,1976.469286,2034.300286,2166.485429,2623.885714,696.9858571,1951.684571,1980.600071,2046.692643,0,0,21,0.6,65
11/05/2020,2020,5,20,0,0,0,1,1910.376714,2601.371429,690.9947143,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,1918.638286,1968.207714,2026.038714,2158.223857,2612.628571,693.9902857,1943.423,1972.3385,2038.431071,0,0,21,1.1,65
12/05/2020,2020,5,20,1,0,0,1,1902.115143,2590.114286,687.9991429,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,1910.376714,1959.946143,2017.777143,2149.962286,2601.371429,690.9947143,1935.161429,1964.076929,2030.1695,0,0,21,1.9,65
13/05/2020,2020,5,20,2,0,0,1,1893.853571,2578.857143,685.0035714,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,1902.115143,1951.684571,2009.515571,2141.700714,2590.114286,687.9991429,1926.899857,1955.815357,2021.907929,0,0,21,1.9,65
14/05/2020,2020,5,20,3,0,0,1,1885.592,2567.6,682.008,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,1893.853571,1943.423,2001.254,2133.439143,2578.857143,685.0035714,1918.638286,1947.553786,2013.646357,0,0,21,1.9,65
15/05/2020,2020,5,20,4,0,0,1,1877.330429,2556.342857,679.0124286,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,1885.592,1935.161429,1992.992429,2125.177571,2567.6,682.008,1910.376714,1939.292214,2005.384786,0,0,21,1.9,65
16/05/2020,2020,5,20,5,0,0,1,1869.068857,2545.085714,676.0168571,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,1877.330429,1926.899857,1984.730857,2116.916,2556.342857,679.0124286,1902.115143,1931.030643,1997.123214,0,0,21,1.9,65
17/05/2020,2020,5,20,6,0,0,1,1860.807286,2533.828571,673.0212857,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,1869.068857,1918.638286,1976.469286,2108.654429,2545.085714,676.0168571,1893.853571,1922.769071,1988.861643,0,0,21,1.5,65
18/05/2020,2020,5,21,0,0,0,1,1852.545714,2522.571429,670.0257143,0,0,0,0,16.5,30.5,4.92,25.58,0.7,0.285,65,23.3,4.9,0.285,1860.807286,1910.376714,1968.207714,2100.392857,2533.828571,673.0212857,1885.592,1914.5075,1980.600071,0,0,21,0.7,65
